Nama Daerah,Detail,Harga,Tipe,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Lantai,Sertifikasi,Alamat Lokasi,Kecamatan,Kota,HGB,"Lainnya (PPJB, Girik, Adat, dll)",SHM
"Kebon Jeruk, Jakarta Barat",1 KT - 1 KM - 51 m2,600000000,Rumah,51,51,1,1,2,HGB - Hak Guna Bangun,Gang Al-Falah 3 no:73 rt.001 rw.003,Kebon Jeruk,Jakarta Barat,1,0,0
"Tanjung Duren, Jakarta Barat",3 KT - 2 KM - 120 m2,1350000000,Rumah,120,55,3,2,3,SHM - Sertifikat Hak Milik,Jl tanjung duren jakarta barat,Tanjung Duren,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 2 KM - 170 m2,2450000000,Rumah,170,118,4,2,2,SHM - Sertifikat Hak Milik,Jl.duri kencana kebun jeruk jak bar.,Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 5 KM - 300 m2,10500000000,Rumah,300,235,5,5,2,SHM - Sertifikat Hak Milik,Puri kencana Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 110 m2,2700000000,Rumah,110,105,3,3,2,SHM - Sertifikat Hak Milik,Casajardin residence,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 160 m2,3200000000,Rumah,160,120,3,3,2,SHM - Sertifikat Hak Milik,Unknown,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 150 m2,1769999999,Rumah,150,66,3,3,3,SHM - Sertifikat Hak Milik,"Jl H Soleh IA RT 6/ RW 3 Kebon Jeruk, Jakarta Barat",Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 3 KM - 115 m2,3500000000,Rumah,115,135,3,3,2,SHM - Sertifikat Hak Milik,Casa jardin - jakarta barat,Grogol Petamburan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 132 m2,1900000000,Rumah,132,90,3,2,2,SHM - Sertifikat Hak Milik,Unknown,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",7 KT - 2 KM - 200 m2,6000000000,Rumah,200,200,7,2,1,SHM - Sertifikat Hak Milik,Jelambar Selatan 8,Grogol Petamburan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",4 KT - 2 KM - 170 m2,1300000000,Rumah,170,140,4,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Jl slipi jakarta barat,Palmerah,Jakarta Barat,0,1,0
"Kembangan, Jakarta Barat",4 KT - 3 KM - 160 m2,1875000000,Rumah,160,105,4,3,2,SHM - Sertifikat Hak Milik,Jl.Muchtar Raya Petukangan Utara Joglo,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 725 m2,6500000000,Rumah,725,585,5,4,2,SHM - Sertifikat Hak Milik,Jl meruya utara jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 100 m2,1700000000,Rumah,100,122,4,2,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 1 KM - 46 m2,400000000,Rumah,46,72,3,1,1,SHM - Sertifikat Hak Milik,"Legok Kec.Serpong,Tangerang",Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 156 m2,1800000000,Rumah,156,60,4,3,3,SHM - Sertifikat Hak Milik,Unknown,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 3 KM - 237 m2,7600000000,Rumah,237,443,5,3,1,HGB - Hak Guna Bangun,"JL, JERUK MANIS, KEL, KEBUN JERUK, KEC KEBON JERUK, KOTA JAKARTA BARAT",Kebon Jeruk,Jakarta Barat,1,0,0
"Kembangan, Jakarta Barat",3 KT - 2 KM - 148 m2,1600000000,Rumah,148,150,3,2,1,SHM - Sertifikat Hak Milik,Jl taman meruya ilir jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 5 KM - 450 m2,3200000000,Rumah,450,240,4,5,1,SHM - Sertifikat Hak Milik,Unknown,Grogol Petamburan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 150 m2,1650000000,Rumah,150,120,4,2,2,SHM - Sertifikat Hak Milik,Jl taman meruya ilir jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 84 m2,998000000,Rumah,84,64,3,3,2,SHM - Sertifikat Hak Milik,KARANG TENGAH CILEDUG,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 110 m2,2220000000,Rumah,110,60,3,3,2,SHM - Sertifikat Hak Milik,Purinusa Kembangan Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 190 m2,1700000000,Rumah,190,200,4,2,1,SHM - Sertifikat Hak Milik,Jl urama kembangan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 285 m2,2700000000,Rumah,285,300,3,3,1,SHM - Sertifikat Hak Milik,Jl komplek meruya selatan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 520 m2,2700000000,Rumah,520,640,5,4,2,SHM - Sertifikat Hak Milik,Jl karang tengah ciledug tangerang,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 68 m2,700000000,Rumah,68,83,3,3,2,SHM - Sertifikat Hak Milik,gading serpong tangerang,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 86 m2,1400000000,Rumah,86,63,3,2,2,SHM - Sertifikat Hak Milik,Green Village,Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 280 m2,2200000000,Rumah,280,200,4,3,2,SHM - Sertifikat Hak Milik,Jl meruya utara jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 5 KM - 600 m2,10000000000,Rumah,600,450,5,5,2,SHM - Sertifikat Hak Milik,"Green Garden, Jakarta Barat",Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 4 KM - 153 m2,3100000000,Rumah,153,144,4,4,2,SHM - Sertifikat Hak Milik,Green Garden Jakarta Barat,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 84 m2,1000000002,Rumah,84,84,3,2,2,SHM - Sertifikat Hak Milik,Hub Wa = 085695202129 Curug Tangerang Paramount Petal,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 1 KM - 100 m2,1900000000,Rumah,100,120,4,1,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 117 m2,3500000000,Rumah,117,182,4,3,1,SHM - Sertifikat Hak Milik,Taman Aries,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 1 KM - 55 m2,600000000,Rumah,55,100,2,1,1,SHM - Sertifikat Hak Milik,Sawangan Depok,Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 130 m2,2488000000,Rumah,130,66,4,3,3,SHM - Sertifikat Hak Milik,"Jl. Raya Kresek, RT.6/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 136 m2,2300000000,Rumah,136,158,5,3,1,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 102 m2,3387900000,Rumah,102,120,3,3,3,SHM - Sertifikat Hak Milik,"Joglo, Kembangan - Jakarta Barat",Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 4 KM - 180 m2,3659400000,Rumah,180,120,4,4,3,SHM - Sertifikat Hak Milik,Puri Botanical Joglo Kembangan Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",5 KT - 4 KM - 107 m2,2475000000,Rumah,107,105,5,4,2,SHM - Sertifikat Hak Milik,discovery bintaro jaya,Grogol Petamburan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 2 KM - 67 m2,2000000000,Rumah,67,84,3,2,2,SHM - Sertifikat Hak Milik,Metland Puri,Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 1 KM - 48 m2,198000000,Rumah,48,60,2,1,1,SHM - Sertifikat Hak Milik,"Perum. Taman Adiyasa Dekat Stasiun Tigaraksa Tangerang, Terjangkau Dari Tangerang Dan Jakarta",Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",2 KT - 1 KM - 36 m2,260000000,Rumah,36,50,2,1,1,SHM - Sertifikat Hak Milik,Jl.Taman jaya indah cipayung Depok,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 83 m2,600000004,Rumah,83,72,4,3,2,SHM - Sertifikat Hak Milik,Hub Wa = 085695202129 Aryana Karawaci,Cengkareng,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",3 KT - 2 KM - 180 m2,4000000001,Rumah,180,243,3,2,2,SHM - Sertifikat Hak Milik,Tanjung Barat Jakarta selatan,Tanjung Duren,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 68 m2,1900000000,Rumah,68,55,3,2,2,SHM - Sertifikat Hak Milik,JL RAYA DAAN MOGOT - JAKARTA BARAT,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 1 KM - 55 m2,600000000,Rumah,55,100,2,1,1,SHM - Sertifikat Hak Milik,Sawangan Depok,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 2 KM - 240 m2,1750000000,Rumah,240,120,3,2,1,SHM - Sertifikat Hak Milik,Perumahan Citra Garden 1,Grogol Petamburan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 67 m2,2000000000,Rumah,67,84,3,2,2,SHM - Sertifikat Hak Milik,Metland Puri,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",2 KT - 1 KM - 30 m2,181000000,Rumah,30,60,2,1,1,SHM - Sertifikat Hak Milik,"Perumahan Puri Harmoni Cikasungka, Tigaraksa Tangerang, Perumahan Dekat Stasiun Kreta Cikoya Tangerang, Terjangkau Dari Jakarta dan Sekitarnya",Grogol Petamburan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",2 KT - 1 KM - 60 m2,181000000,Rumah,60,60,2,1,1,SHM - Sertifikat Hak Milik,"Perumahan Puri Harmoni Cikasungka, Tigaraksa Tangerang, Perumahan Dekat Stasiun Kreta Cikoya Tangerang, Terjangkau Dari Jakarta dan Sekitarnya",Kebon Jeruk,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",2 KT - 1 KM - 45 m2,100000000,Rumah,45,60,2,1,1,SHM - Sertifikat Hak Milik,Perum Taman Adiyasa,Tanjung Duren,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",2 KT - 1 KM - 48 m2,183000000,Rumah,48,60,2,1,1,SHM - Sertifikat Hak Milik,Perumahan Taman Adiyasa Dekat Stasiun Tigaraksa Tangerang Terjangkau Dari Jakarta Dan Tangerang,Daan Mogot,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 50 m2,900000008,Rumah,50,60,2,2,2,SHM - Sertifikat Hak Milik,Hub Wa = 085695202129 Cisauk Tangerang,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",2 KT - 2 KM - 100 m2,5500000000,Rumah,100,380,2,2,1,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 160 m2,4700000000,Rumah,160,220,5,3,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 2 KM - 77 m2,573000000,Rumah,77,72,4,2,2,SHM - Sertifikat Hak Milik,Cluster Kristal Aryana Binong Karawaci Kota Tangerang,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 200 m2,4800000000,Rumah,200,228,3,3,1,SHM - Sertifikat Hak Milik,Taman Kedoya Baru,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 80 m2,600000000,Rumah,80,40,3,2,2,SHM - Sertifikat Hak Milik,Jl joglo raya Tyo WA 081290906962,Kebon Jeruk,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 2 KM - 60 m2,1200000000,Rumah,60,60,3,2,2,SHM - Sertifikat Hak Milik,Jl raya petukangan jakarta selatan Tyo WA 081290906962,Palmerah,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 64 m2,900000004,Rumah,64,32,2,2,2,SHM - Sertifikat Hak Milik,"Rawa Belong, Palmerah, Jakarta Barat",Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 72 m2,1000000000,Rumah,72,60,2,2,2,SHM - Sertifikat Hak Milik,Bintaro,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 400 m2,3000000000,Rumah,400,240,3,2,1,HGB - Hak Guna Bangun,Kebon Jeruk,Kebon Jeruk,Jakarta Barat,1,0,0
"Kembangan, Jakarta Barat",5 KT - 4 KM - 300 m2,5000000000,Rumah,300,160,5,4,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 3 KM - 68 m2,800000000,Rumah,68,83,3,3,2,SHM - Sertifikat Hak Milik,lippo karawaci tangerang,Grogol Petamburan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 146 m2,2600000000,Rumah,146,160,4,3,1,SHM - Sertifikat Hak Milik,Citra Garden 1 Blok C3 No.17,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",7 KT - 4 KM - 500 m2,10000000000,Rumah,500,645,7,4,2,SHM - Sertifikat Hak Milik,Komplek Dago Resort Bandung,Grogol Petamburan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",5 KT - 7 KM - 600 m2,18000000000,Rumah,600,959,5,7,2,SHM - Sertifikat Hak Milik,Jl. Dago Giri Bandung,Grogol Petamburan,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",4 KT - 3 KM - 100 m2,1500000000,Rumah,100,118,4,3,3,SHM - Sertifikat Hak Milik,Jln raya Serpong rawa kalong,Tanjung Duren,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 82 m2,1600000000,Rumah,82,56,3,3,2,SHM - Sertifikat Hak Milik,Taman Palem Lestari,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 2 KM - 83 m2,600000004,Rumah,83,72,4,2,2,SHM - Sertifikat Hak Milik,"Hub Wa = 085695202129 Binong Tangerang, Dekat Lippo",Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 55 m2,700000000,Rumah,55,60,2,2,2,SHM - Sertifikat Hak Milik,Cendana Botanical dekat gading serpong,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 85 m2,1200000000,Rumah,85,75,3,2,2,SHM - Sertifikat Hak Milik,Cengkareng timur,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 72 m2,860000000,Rumah,72,50,2,2,2,SHM - Sertifikat Hak Milik,Cengkareng barat jakarta,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",6 KT - 3 KM - 125 m2,4700000000,Rumah,125,275,6,3,2,SHM - Sertifikat Hak Milik,"Jalan latumeten 2/9 no.5 Jelambar, Jakarta Barat",Grogol Petamburan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 4 KM - 200 m2,2600000000,Rumah,200,300,4,4,2,SHM - Sertifikat Hak Milik,Tangerang selatan jakarta barat kota jakarta,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 72 m2,1000000000,Rumah,72,72,3,2,2,SHM - Sertifikat Hak Milik,JL Raya Cisauk Tangerang,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",1 KT - 1 KM - 48 m2,183000000,Rumah,48,60,1,1,1,SHM - Sertifikat Hak Milik,Perumahan Taman Adiyasa Dekat Stasiun Tigaraksa Tangerang Terjangkau Dari Jakarta Dan Tangerang,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",1 KT - 1 KM - 60 m2,183000000,Rumah,60,60,1,1,1,SHM - Sertifikat Hak Milik,Perum Taman Adiyasa Tigaraksa Tangerang ( dekat stasiun Tigaraksa) Terjangkau dari Jakarta dan Tangerang,Kebon Jeruk,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 1 KM - 80 m2,158000000,Rumah,80,90,3,1,1,SHM - Sertifikat Hak Milik,"Parung Panjang Dekat Tangerang, Rumah Dekat Stasiun Terjangkau Dari Jakarta Dan Tangerang Sekitarnya",Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",5 KT - 4 KM - 220 m2,6150000000,Rumah,220,200,5,4,2,SHM - Sertifikat Hak Milik,Puri Mansion Jakarta Barat,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 420 m2,8900000000,Rumah,420,270,5,4,2,SHM - Sertifikat Hak Milik,jl puri indah jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 60 m2,575000000,Rumah,60,60,2,2,2,SHM - Sertifikat Hak Milik,Parung panjang,Palmerah,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 72 m2,1000000000,Rumah,72,60,2,2,2,SHM - Sertifikat Hak Milik,Bintaro,Palmerah,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 64 m2,800000000,Rumah,64,48,2,2,2,SHM - Sertifikat Hak Milik,Larangan Kota Tangerang,Palmerah,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",4 KT - 3 KM - 150 m2,1700128080,Rumah,150,55,4,3,3,SHM - Sertifikat Hak Milik,Duta Garden,Daan Mogot,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 67 m2,650000000,Rumah,67,57,3,3,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang belakang symphonia Sumarecon Serpong,Cengkareng,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",4 KT - 3 KM - 132 m2,1000000000,Rumah,132,112,4,3,2,SHM - Sertifikat Hak Milik,Rumah Lavon & Daisan,Daan Mogot,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 90 m2,1450000000,Rumah,90,120,3,2,1,SHM - Sertifikat Hak Milik,Unknown,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 1 KM - 88 m2,1200000000,Rumah,88,60,2,1,2,SHM - Sertifikat Hak Milik,Unknown,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 350 m2,3500000000,Rumah,350,350,4,3,2,SHM - Sertifikat Hak Milik,Jl.Cendrawasih,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 81 m2,1350000000,Rumah,81,56,2,2,2,SHM - Sertifikat Hak Milik,Cengkareng Barat,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 5 KM - 200 m2,5200000000,Rumah,200,136,5,5,2,SHM - Sertifikat Hak Milik,Unknown,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 71 m2,730000000,Rumah,71,76,3,2,1,SHM - Sertifikat Hak Milik,Komplek Perumahan Cipondoh makmur barat Jakarta,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 90 m2,1300000000,Rumah,90,108,3,2,1,SHM - Sertifikat Hak Milik,Bojong Indah,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 2 KM - 80 m2,980000000,Rumah,80,51,3,2,2,SHM - Sertifikat Hak Milik,Tomang,Grogol Petamburan,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",5 KT - 4 KM - 360 m2,4500000000,Rumah,360,210,5,4,2,SHM - Sertifikat Hak Milik,Taman semanan indah,Daan Mogot,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 252 m2,6000000000,Rumah,252,300,3,2,1,SHM - Sertifikat Hak Milik,Kedoya Utara,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 210 m2,3850000000,Rumah,210,155,3,3,3,SHM - Sertifikat Hak Milik,Taman Palem Lestari,Cengkareng,Jakarta Barat,0,0,1
"Tomang, Jakarta Barat",3 KT - 3 KM - 70 m2,850000000,Rumah,70,60,3,3,2,SHM - Sertifikat Hak Milik,Cibubur,Tomang,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",5 KT - 3 KM - 200 m2,6150000000,Rumah,200,220,5,3,2,SHM - Sertifikat Hak Milik,Puri Mansion Jakarta Barat,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 60 m2,2700000000,Rumah,60,60,3,2,1,SHM - Sertifikat Hak Milik,Unknown,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",8 KT - 7 KM - 450 m2,17000000000,Rumah,450,900,8,7,3,SHM - Sertifikat Hak Milik,Unknown,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 250 m2,2680000000,Rumah,250,133,5,3,2,SHM - Sertifikat Hak Milik,Komplek DKI,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 75 m2,850000000,Rumah,75,60,2,2,2,SHM - Sertifikat Hak Milik,Cluster eco residence citra raya,Cengkareng,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 2 KM - 67 m2,2000000000,Rumah,67,84,3,2,2,SHM - Sertifikat Hak Milik,Metland Puri,Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 2 KM - 84 m2,955000000,Rumah,84,72,4,2,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 58 m2,1500000001,Rumah,58,55,3,2,2,SHM - Sertifikat Hak Milik,Hub Wa = 085695202129 Metland Puri,Cengkareng,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",4 KT - 2 KM - 105 m2,990000000,Rumah,105,110,4,2,2,SHM - Sertifikat Hak Milik,Unknown,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 84 m2,1500000000,Rumah,84,105,4,3,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 126 m2,3300000000,Rumah,126,176,5,4,2,SHM - Sertifikat Hak Milik,Lippo karawaci,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 1 KM - 68 m2,1300000000,Rumah,68,96,3,1,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang,Palmerah,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 71 m2,1300000000,Rumah,71,90,3,2,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 1 KM - 60 m2,1200000000,Rumah,60,97,4,1,2,SHM - Sertifikat Hak Milik,"Jl.Cendrawasih 3,Rt.03,Rw.06,Cengkareng Barat,Cengkareng,Jakarta Barat",Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 4 KM - 150 m2,2600000000,Rumah,150,82,4,4,3,SHM - Sertifikat Hak Milik,Green Ville. peminat serius hub: Ridwan 08986069052,Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 4 KM - 250 m2,4500000000,Rumah,250,169,4,4,2,SHM - Sertifikat Hak Milik,Tanjung Duren. peminat serius hub: Ridwan 08986069052,Grogol Petamburan,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",3 KT - 3 KM - 68 m2,1156000000,Rumah,68,74,3,3,2,SHM - Sertifikat Hak Milik,"Villa Permata Lippo Karawaci Barat, Sebelah Taman Osaka",Daan Mogot,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 76 m2,1300000000,Rumah,76,45,3,2,3,SHM - Sertifikat Hak Milik,Anwa Residence Puri,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 110 m2,2220000000,Rumah,110,60,3,3,2,SHM - Sertifikat Hak Milik,Kembangan Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 2 KM - 250 m2,5500000000,Rumah,250,300,4,2,1,SHM - Sertifikat Hak Milik,Duri Kepa,Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 5 KM - 380 m2,2500000000,Rumah,380,330,5,5,2,SHM - Sertifikat Hak Milik,Jl budi kreo joglo larangan cipadu deplu batas kavling dki taman asri kejaksaan alfa indah tangerang kota,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 3 KM - 125 m2,1950000000,Rumah,125,63,4,3,3,SHM - Sertifikat Hak Milik,Tamarind Duri Kepa. peminat serius hub: Ridwan 08986069052,Grogol Petamburan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",3 KT - 2 KM - 67 m2,2000000000,Rumah,67,84,3,2,2,SHM - Sertifikat Hak Milik,Metland Puri,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 250 m2,5000000000,Rumah,250,250,5,4,2,SHM - Sertifikat Hak Milik,Kavling Dki Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
